date,time,no,pm10,pm25
2021-01-05,04:00:00,0.94067,4.825,2.476
2021-01-05,05:00:00,0.97427,4.75,2.453
2021-01-05,06:00:00,1.20943,4.9,2.618
2021-01-05,07:00:00,1.54539,5.15,2.689
2021-01-05,08:00:00,1.81415,5.675,2.783
2021-01-05,09:00:00,2.1837,6.125,2.854
2021-01-05,10:00:00,2.82201,8,3.349
2021-01-05,11:00:00,3.32594,6.9,3.514
2021-01-05,12:00:00,2.98998,8.95,3.915
2021-01-05,13:00:00,3.25875,7.875,4.08
2021-01-05,14:00:00,3.12437,6.9,4.057
2021-01-05,15:00:00,3.15796,7.775,4.363
2021-01-05,16:00:00,2.92279,7.4,4.151
2021-01-05,17:00:00,2.82201,4.8,3.16
2021-01-05,18:00:00,3.32594,7.225,4.458
2021-01-05,19:00:00,2.98998,9.2,5.259
2021-01-05,20:00:00,2.68763,11.225,6.085
2021-01-05,21:00:00,2.11651,11.175,5.943
2021-01-05,22:00:00,1.64617,9.575,5.59
2021-01-05,23:00:00,1.4446,9.3,5.307
2021-01-05,24:00:00,1.411,7.5,4.859
2021-01-06,01:00:00,1.39257,7.5,4.646
2021-01-06,02:00:00,0.94336,7.1,4.198
2021-01-06,03:00:00,1.11181,6.05,3.75
2021-01-06,04:00:00,1.1792,5.3,3.325
2021-01-06,05:00:00,1.04443,4.325,3.113
2021-01-06,06:00:00,1.28027,5.2,3.491
2021-01-06,07:00:00,1.75195,4.85,3.75
2021-01-06,08:00:00,2.56054,6.4,4.717
2021-01-06,09:00:00,6.13182,7.95,5.142
2021-01-06,10:00:00,6.09813,9.35,5.401
2021-01-06,11:00:00,7.749,9.1,5.519
2021-01-06,12:00:00,6.26658,6.375,4.104
2021-01-06,13:00:00,4.98631,7.725,4.575
2021-01-06,14:00:00,4.37987,8.475,4.67
2021-01-06,15:00:00,3.67235,8.225,4.245
2021-01-06,16:00:00,4.31249,9.7,5.047
2021-01-06,17:00:00,3.57128,10,4.953
2021-01-06,18:00:00,8.86081,12.05,6.415
2021-01-06,19:00:00,9.53464,12.6,8.302
2021-01-06,20:00:00,6.56981,12.225,8.538
2021-01-06,21:00:00,5.0537,11.425,8.326
2021-01-06,22:00:00,4.21141,10.525,8.042
2021-01-06,23:00:00,3.57128,12.875,10.142
2021-01-06,24:00:00,1.9204,12.475,10.142
2021-01-07,01:00:00,1.57674,13.375,10.778
2021-01-07,02:00:00,1.53169,13.175,10.873
2021-01-07,03:00:00,1.25013,15.075,12.453
2021-01-07,04:00:00,2.29754,17.25,14.222
2021-01-07,05:00:00,4.15584,18.075,15.047
2021-01-07,06:00:00,2.87192,16.55,14.41
2021-01-07,07:00:00,2.60162,17.325,15.071
2021-01-07,08:00:00,4.02069,17.55,15.236
2021-01-07,09:00:00,22.36719,18.95,16.415
2021-01-07,10:00:00,14.49475,20.375,16.769
2021-01-07,11:00:00,18.98846,21.1,17.264
2021-01-07,12:00:00,24.36064,22.875,17.217
2021-01-07,13:00:00,18.54922,20.35,14.505
2021-01-07,14:00:00,15.17049,22.5,16.415
2021-01-07,15:00:00,13.14326,24.4,18.656
2021-01-07,16:00:00,8.41304,14.075,9.623
2021-01-07,17:00:00,9.8321,16.975,11.627
2021-01-07,18:00:00,21.52251,22.5,17.948
2021-01-07,19:00:00,21.0157,23.45,19.929
2021-01-07,20:00:00,4.93294,21.025,18.656
2021-01-07,21:00:00,8.48061,26.475,22.642
2021-01-07,22:00:00,3.81796,24.375,21.651
2021-01-07,23:00:00,3.17601,22.85,20.731
2021-01-07,24:00:00,3.58145,22.225,20.283
2021-01-08,01:00:00,2.98173,23.775,21.627
2021-01-08,02:00:00,2.8462,24.75,22.146
2021-01-08,03:00:00,2.74455,26.7,23.42
2021-01-08,04:00:00,2.16853,25.3,23.066
2021-01-08,05:00:00,4.67589,25.325,22.901
2021-01-08,06:00:00,6.20064,24.65,22.382
2021-01-08,07:00:00,11.24925,24.575,22.241
2021-01-08,08:00:00,18.16144,24.925,22.288
2021-01-08,09:00:00,43.37059,28.5,23.609
2021-01-08,10:00:00,51.67199,35.575,28.373
2021-01-08,11:00:00,62.61629,34.775,27.76
2021-01-08,12:00:00,58.347,35.925,28.255
2021-01-08,13:00:00,39.23683,35.1,28.09
2021-01-08,14:00:00,24.39596,27.975,23.137
2021-01-08,15:00:00,11.65585,22.975,18.915
2021-01-08,16:00:00,15.01029,25.2,20.212
2021-01-08,17:00:00,6.16676,22.45,18.538
2021-01-08,18:00:00,5.45521,19.75,17.288
2021-01-08,19:00:00,4.03211,21.975,19.764
2021-01-08,20:00:00,3.79493,22.3,20.354
2021-01-08,21:00:00,2.6429,20.55,18.679
2021-01-08,22:00:00,3.08338,26.125,23.632
2021-01-08,23:00:00,2.74455,24.425,22.146
2021-01-08,24:00:00,2.74455,22.75,20.826
2021-01-09,01:00:00,1.40448,15.25,14.033
2021-01-09,02:00:00,1.08734,12.275,11.132
2021-01-09,03:00:00,1.12132,11.8,10.849
2021-01-09,04:00:00,1.42713,12.3,11.368
2021-01-09,05:00:00,1.49509,10.55,9.269
2021-01-09,06:00:00,1.42713,11.1,9.882
2021-01-09,07:00:00,1.18927,9.575,8.326
2021-01-09,08:00:00,1.46111,9.1,7.736
2021-01-09,09:00:00,3.73772,10.35,8.42
2021-01-09,10:00:00,8.25696,12.025,9.741
2021-01-09,11:00:00,18.1789,14.55,11.085
2021-01-09,12:00:00,20.11572,16.15,12.264
2021-01-09,13:00:00,21.81468,17.65,13.396
2021-01-09,14:00:00,22.63018,21.45,14.41
2021-01-09,15:00:00,20.99918,21.675,15.142
2021-01-09,16:00:00,20.25164,23.8,16.038
2021-01-09,17:00:00,41.86244,36.375,27.995
2021-01-09,18:00:00,58.07055,35.525,28.656
2021-01-09,19:00:00,85.89956,35.6,29.859
2021-01-09,20:00:00,81.95796,41.45,35.283
2021-01-09,21:00:00,68.09443,40.075,34.764
2021-01-09,22:00:00,32.68804,32.9,30.118
2021-01-09,23:00:00,16.07219,29.2,26.981
2021-01-09,24:00:00,8.83461,24.65,22.925
2021-01-10,01:00:00,1.45388,20.675,17.877
2021-01-10,02:00:00,1.22671,16.725,14.717
2021-01-10,03:00:00,0.88596,13.6,12.712
2021-01-10,04:00:00,0.92003,15.7,13.16
2021-01-10,05:00:00,1.09041,14.1,12.925
2021-01-10,06:00:00,0.92003,12.125,11.344
2021-01-10,07:00:00,0.88596,13.625,12.547
2021-01-10,08:00:00,0.85188,13.875,12.925
2021-01-10,09:00:00,1.05633,14.925,13.797
2021-01-10,10:00:00,2.31712,17.225,15.047
2021-01-10,11:00:00,3.37345,17.45,15.92
2021-01-10,12:00:00,5.89502,20.1,18.16
2021-01-10,13:00:00,7.76916,22.15,19.764
2021-01-10,14:00:00,6.64467,20.45,18.278
2021-01-10,15:00:00,5.92909,20.075,17.972
2021-01-10,16:00:00,4.80461,21.075,18.774
2021-01-10,17:00:00,4.56608,24.675,21.651
2021-01-10,18:00:00,2.48749,22.025,19.363
2021-01-10,19:00:00,1.84006,18.55,16.321
2021-01-10,20:00:00,2.96455,21.575,19.41
2021-01-10,21:00:00,2.14674,23.375,21.203
2021-01-10,22:00:00,1.80599,24.525,22.099
2021-01-10,23:00:00,0.85188,16.575,15.071
2021-01-10,24:00:00,0.81781,17.825,16.274
2021-01-11,01:00:00,0.82011,18.775,17.193
2021-01-11,02:00:00,0.91123,19.075,17.453
2021-01-11,03:00:00,0.88845,20.525,18.585
2021-01-11,04:00:00,1.12765,20.075,18.113
2021-01-11,05:00:00,0.82011,14.95,13.396
2021-01-11,06:00:00,0.82011,9.75,8.208
2021-01-11,07:00:00,1.23016,7.65,6.344
2021-01-11,08:00:00,1.87942,6.275,5.118
2021-01-11,09:00:00,4.989,4.925,3.042
2021-01-11,10:00:00,2.59701,7.2,3.797
2021-01-11,11:00:00,4.0322,9.275,4.033
2021-01-11,12:00:00,2.18696,9.15,4.104
2021-01-11,13:00:00,5.39905,7.925,3.325
2021-01-11,14:00:00,1.87942,7.45,2.571
2021-01-11,15:00:00,4.95483,8.025,2.571
2021-01-11,16:00:00,2.15279,4.825,1.651
2021-01-11,17:00:00,1.09348,3.9,1.675
2021-01-11,18:00:00,0.54674,5,2.406
2021-01-11,19:00:00,0.64925,4.225,2.524
2021-01-11,20:00:00,0.4784,5.025,3.16
2021-01-11,21:00:00,0.4784,4.675,2.901
2021-01-11,22:00:00,0.41006,4.6,2.759
2021-01-11,23:00:00,0.4784,3.375,2.075
2021-01-11,24:00:00,0.51257,2.675,1.509
2021-01-12,01:00:00,0.41121,1.275,0.849
2021-01-12,02:00:00,0.73103,0.775,0.495
2021-01-12,03:00:00,0.47974,0.65,0.377
2021-01-12,04:00:00,0.37694,1.025,0.542
2021-01-12,05:00:00,0.65108,1.475,0.873
2021-01-12,06:00:00,0.54828,1.85,1.108
2021-01-12,07:00:00,0.78815,2.15,1.344
2021-01-12,08:00:00,1.30215,1.55,0.825
2021-01-12,09:00:00,1.8847,2.425,1.439
2021-01-12,10:00:00,2.84418,5.225,3.019
2021-01-12,11:00:00,3.83793,7.2,4.222
2021-01-12,12:00:00,2.26164,6.5,4.08
2021-01-12,13:00:00,2.43297,4.6,2.736
2021-01-12,14:00:00,2.80991,5,3.278
2021-01-12,15:00:00,2.57004,6.525,4.245
2021-01-12,16:00:00,2.43297,7.2,3.703
2021-01-12,17:00:00,2.43297,7.725,4.222
2021-01-12,18:00:00,3.80366,9.525,5.778
2021-01-12,19:00:00,6.61357,11.575,7.948
2021-01-12,20:00:00,21.00579,14.325,10.684
2021-01-12,21:00:00,30.56634,16.25,11.91
2021-01-12,22:00:00,36.63164,17.425,13.208
2021-01-12,23:00:00,36.73444,16.8,13.113
2021-01-12,24:00:00,28.06484,17.15,13.326
2021-01-13,01:00:00,26.02438,17,14.033
2021-01-13,02:00:00,23.13788,21.45,15.495
2021-01-13,03:00:00,18.65921,20.425,14.67
2021-01-13,04:00:00,9.20933,19,15.684
2021-01-13,05:00:00,3.02396,16.9,13.939
2021-01-13,06:00:00,1.20271,15.4,13.396
2021-01-13,07:00:00,2.78342,15.45,13.467
2021-01-13,08:00:00,4.77648,14.775,12.948
2021-01-13,09:00:00,15.70398,15.725,13.656
2021-01-13,10:00:00,26.90637,16.7,13.491
2021-01-13,11:00:00,37.5246,15.9,12.5
2021-01-13,12:00:00,49.10499,14.9,11.887
2021-01-13,13:00:00,62.09427,16.8,13.255
2021-01-13,14:00:00,72.57504,21.475,15.495
2021-01-13,15:00:00,44.25978,19.225,13.137
2021-01-13,16:00:00,No data,9.8,7.123
2021-01-13,17:00:00,No data,10.575,7.736
2021-01-13,18:00:00,2.23361,12.675,9.764
2021-01-13,19:00:00,0.89344,12.275,10.33
2021-01-13,20:00:00,1.09962,13.1,10.943
2021-01-13,21:00:00,1.20271,12.125,9.387
2021-01-13,22:00:00,1.09962,14.4,8.868
2021-01-13,23:00:00,0.79035,9.7,6.887
2021-01-13,24:00:00,0.54981,5,3.632
2021-01-14,01:00:00,0.54986,2.875,2.005
2021-01-14,02:00:00,0.50404,3.25,2.359
2021-01-14,03:00:00,2.40565,3.15,2.759
2021-01-14,04:00:00,1.47776,5.65,4.929
2021-01-14,05:00:00,2.40565,7.025,6.297
2021-01-14,06:00:00,4.26144,6.45,5.849
2021-01-14,07:00:00,4.19271,4.15,3.774
2021-01-14,08:00:00,4.60511,2.975,2.618
2021-01-14,09:00:00,5.22371,3.275,2.665
2021-01-14,10:00:00,4.94877,3.875,2.547
2021-01-14,11:00:00,4.53637,5.325,2.099
2021-01-14,12:00:00,5.18934,5.775,2.217
2021-01-14,13:00:00,4.19271,4.3,2.571
2021-01-14,14:00:00,3.71158,4.25,2.642
2021-01-14,15:00:00,3.47101,3.225,2.075
2021-01-14,16:00:00,3.16172,3.05,1.745
2021-01-14,17:00:00,2.30255,2.25,1.533
2021-01-14,18:00:00,2.30255,3.3,2.759
2021-01-14,19:00:00,2.71495,4.925,4.481
2021-01-14,20:00:00,2.33692,6.275,5.59
2021-01-14,21:00:00,1.99326,8.1,6.934
2021-01-14,22:00:00,1.64959,10.425,8.844
2021-01-14,23:00:00,1.44339,11.625,9.057
2021-01-14,24:00:00,1.40903,11.7,8.609
2021-01-15,01:00:00,1.51227,11.325,8.491
2021-01-15,02:00:00,1.23731,11.65,8.726
2021-01-15,03:00:00,1.20294,12.525,9.788
2021-01-15,04:00:00,1.61538,12.675,10.094
2021-01-15,05:00:00,1.71849,12.05,9.859
2021-01-15,06:00:00,1.4779,14.075,10.873
2021-01-15,07:00:00,2.74958,15.025,11.722
2021-01-15,08:00:00,9.69228,15.675,12.5
2021-01-15,09:00:00,10.24219,15.825,13.137
2021-01-15,10:00:00,14.81337,18.35,14.127
2021-01-15,11:00:00,13.54169,18.4,14.245
2021-01-15,12:00:00,13.02614,18.8,14.882
2021-01-15,13:00:00,28.32069,20.925,15.967
2021-01-15,14:00:00,25.29615,22.175,16.014
2021-01-15,15:00:00,18.80027,21.45,15.495
2021-01-15,16:00:00,20.99993,23.675,16.604
2021-01-15,17:00:00,30.65784,31.65,24.198
2021-01-15,18:00:00,52.68886,28.8,21.25
2021-01-15,19:00:00,71.45475,33.075,24.859
2021-01-15,20:00:00,106.78688,41.45,33.703
2021-01-15,21:00:00,97.23208,39.825,33.161
2021-01-15,22:00:00,24.98682,25.15,20.849
2021-01-15,23:00:00,11.61698,20.9,17.288
2021-01-15,24:00:00,2.71521,17.25,14.151
2021-01-16,01:00:00,2.24571,16.65,13.821
2021-01-16,02:00:00,0.5958,13.4,10.873
2021-01-16,03:00:00,0.54997,9.125,7.5
2021-01-16,04:00:00,0.41248,7.375,5.825
2021-01-16,05:00:00,0.41248,7.9,6.038
2021-01-16,06:00:00,0.5156,9.15,6.84
2021-01-16,07:00:00,0.85933,11.075,9.67
2021-01-16,08:00:00,0.99682,12.825,11.793
2021-01-16,09:00:00,1.4093,10.625,9.528
2021-01-16,10:00:00,1.44367,8.45,7.217
2021-01-16,11:00:00,1.30618,4.625,3.609
2021-01-16,12:00:00,1.44367,2.85,2.075
2021-01-16,13:00:00,1.95927,3.5,2.335
2021-01-16,14:00:00,3.12795,4.8,3.42
2021-01-16,15:00:00,7.80269,6.65,4.67
2021-01-16,16:00:00,5.12159,7.575,5.307
2021-01-16,17:00:00,6.59963,8.425,5.943
2021-01-16,18:00:00,2.50923,7.5,4.929
2021-01-16,19:00:00,3.54043,9.85,6.462
2021-01-16,20:00:00,1.4093,8.85,6.014
2021-01-16,21:00:00,1.95927,9.525,6.792
2021-01-16,22:00:00,1.09994,9.2,6.509
2021-01-16,23:00:00,1.13431,9.6,6.462
2021-01-16,24:00:00,0.65309,9.1,5.92
2021-01-17,01:00:00,0.32085,10.225,6.274
2021-01-17,02:00:00,0.55002,12.8,7.028
2021-01-17,03:00:00,0.68753,14.025,7.453
2021-01-17,04:00:00,0.65315,13.8,7.382
2021-01-17,05:00:00,0.5844,12.425,7.099
2021-01-17,06:00:00,0.7219,12.35,6.651
2021-01-17,07:00:00,0.7219,9.95,5.708
2021-01-17,08:00:00,0.79066,8.125,4.788
2021-01-17,09:00:00,1.40943,5.95,3.939
2021-01-17,10:00:00,4.26267,6.95,4.127
2021-01-17,11:00:00,3.09387,7.675,3.962
2021-01-17,12:00:00,2.71573,8.55,4.009
2021-01-17,13:00:00,2.20009,7.85,3.892
2021-01-17,14:00:00,1.8907,8.625,4.245
2021-01-17,15:00:00,1.75319,8.775,4.505
2021-01-17,16:00:00,1.75319,8.9,4.434
2021-01-17,17:00:00,1.58131,10.6,5.189
2021-01-17,18:00:00,1.78757,10.675,6.038
2021-01-17,19:00:00,2.20009,16.625,10.708
2021-01-17,20:00:00,2.75011,20.875,15.142
2021-01-17,21:00:00,1.3063,21.375,16.203
2021-01-17,22:00:00,2.0282,19.45,15.047
2021-01-17,23:00:00,2.09696,22.35,17.028
2021-01-17,24:00:00,2.30322,20.85,15.377
2021-01-18,01:00:00,1.65022,18.375,13.656
2021-01-18,02:00:00,1.37519,15.5,10.802
2021-01-18,03:00:00,0.65321,14.4,8.868
2021-01-18,04:00:00,0.68759,14.525,8.656
2021-01-18,05:00:00,0.85949,13.35,8.042
2021-01-18,06:00:00,1.20329,12.525,7.406
2021-01-18,07:00:00,1.65022,11.1,6.769
2021-01-18,08:00:00,6.49775,9.925,6.368
2021-01-18,09:00:00,39.12404,10.3,6.297
2021-01-18,10:00:00,26.64423,11.675,6.132
2021-01-18,11:00:00,15.05829,9.75,5.024
2021-01-18,12:00:00,12.37668,8.65,4.788
2021-01-18,13:00:00,12.58295,8.325,3.774
2021-01-18,14:00:00,9.9701,8.875,4.127
2021-01-18,15:00:00,9.72944,9.275,4.575
2021-01-18,16:00:00,5.9133,11.425,7.476
2021-01-18,17:00:00,1.95964,12.775,7.076
2021-01-18,18:00:00,0.82511,10.35,6.344
2021-01-18,19:00:00,0.96263,10.25,6.344
2021-01-18,20:00:00,0.79073,11.15,7.311
2021-01-18,21:00:00,0.48132,8.05,5.189
2021-01-18,22:00:00,0.44694,4.2,3.019
2021-01-18,23:00:00,0.41256,2.125,1.769
2021-01-18,24:00:00,0.5157,1.4,1.014
2021-01-19,01:00:00,0.4126,1.05,0.684
2021-01-19,02:00:00,0.32091,0.775,0.519
2021-01-19,03:00:00,0.4126,0.925,0.495
2021-01-19,04:00:00,0.34383,0.8,0.401
2021-01-19,05:00:00,0.48136,0.95,0.472
2021-01-19,06:00:00,0.55013,1.075,0.542
2021-01-19,07:00:00,0.58451,1.125,0.566
2021-01-19,08:00:00,0.72204,1.775,0.66
2021-01-19,09:00:00,9.24901,2.15,0.802
2021-01-19,10:00:00,6.15455,3,1.038
2021-01-19,11:00:00,6.97974,3,1.25
2021-01-19,12:00:00,8.04561,2.425,1.226
2021-01-19,13:00:00,7.39233,3.55,1.651
2021-01-19,14:00:00,6.29208,4.05,1.816
2021-01-19,15:00:00,4.57293,8.15,4.222
2021-01-19,16:00:00,1.10026,7.525,4.505
2021-01-19,17:00:00,0.68766,8.125,5.212
2021-01-19,18:00:00,0.85957,7.85,5.307
2021-01-19,19:00:00,0.65328,9.225,6.132
2021-01-19,20:00:00,0.44698,6.5,5.047
2021-01-19,21:00:00,0.48136,5.825,4.623
2021-01-19,22:00:00,0.44698,4.775,3.962
2021-01-19,23:00:00,0.51575,6.025,5.024
2021-01-19,24:00:00,0.34383,5.325,4.528
2021-01-20,01:00:00,0.50433,4.775,3.868
2021-01-20,02:00:00,0.27509,2.875,2.311
2021-01-20,03:00:00,0.27509,2.125,1.486
2021-01-20,04:00:00,0.30948,2.725,1.958
2021-01-20,05:00:00,0.44702,3.15,2.311
2021-01-20,06:00:00,0.44702,2.85,2.17
2021-01-20,07:00:00,0.55018,4.75,3.491
2021-01-20,08:00:00,0.61895,7.175,4.929
2021-01-20,09:00:00,1.9944,5.95,4.198
2021-01-20,10:00:00,2.44142,4.2,2.736
2021-01-20,11:00:00,0.9972,3.65,2.359
2021-01-20,12:00:00,2.61335,4.475,3.16
2021-01-20,13:00:00,2.57897,5.85,4.104
2021-01-20,14:00:00,1.68493,6.2,4.34
2021-01-20,15:00:00,1.34106,8.95,6.297
2021-01-20,16:00:00,1.44422,9.925,7.005
2021-01-20,17:00:00,1.03159,9.725,7.547
2021-01-20,18:00:00,1.10036,8.5,6.486
2021-01-20,19:00:00,0.9972,13.8,9.717
2021-01-20,20:00:00,0.89404,14.225,10.283
2021-01-20,21:00:00,0.72211,11.95,8.467
2021-01-20,22:00:00,0.61895,11.2,7.642
2021-01-20,23:00:00,0.58457,5.725,4.434
2021-01-20,24:00:00,0.34386,2.5,1.698
2021-01-21,01:00:00,0.45853,1.25,0.472
2021-01-21,02:00:00,0.45853,1.25,0.566
2021-01-21,03:00:00,0.44706,1.975,1.297
2021-01-21,04:00:00,0.41267,4.15,2.359
2021-01-21,05:00:00,0.48145,4.325,2.524
2021-01-21,06:00:00,0.68779,4.025,2.217
2021-01-21,07:00:00,0.44706,4.75,2.217
2021-01-21,08:00:00,2.26971,5.15,2.311
2021-01-21,09:00:00,4.95209,5.825,2.594
2021-01-21,10:00:00,6.80913,6.85,2.925
2021-01-21,11:00:00,2.47605,5.875,2.759
2021-01-21,12:00:00,4.29869,5.875,2.453
2021-01-21,13:00:00,2.9575,7.625,3.302
2021-01-21,14:00:00,2.26971,8.975,4.033
2021-01-21,15:00:00,2.54483,10.8,4.198
2021-01-21,16:00:00,2.33849,12.225,5.047
2021-01-21,17:00:00,1.06608,13.275,5.566
2021-01-21,18:00:00,0.89413,15.05,6.958
2021-01-21,19:00:00,1.03169,18.25,10.118
2021-01-21,20:00:00,2.3041,16.3,9.458
2021-01-21,21:00:00,2.64799,16.45,8.538
2021-01-21,22:00:00,0.6534,10.025,5.566
2021-01-21,23:00:00,0.55023,8.75,5.189
2021-01-21,24:00:00,0.61901,10.1,5.472
2021-01-22,01:00:00,0.55029,6.975,4.316
2021-01-22,02:00:00,0.55029,7.325,4.434
2021-01-22,03:00:00,0.27514,7.125,4.646
2021-01-22,04:00:00,0.55029,6.925,4.34
2021-01-22,05:00:00,0.58468,6.575,4.127
2021-01-22,06:00:00,0.85982,5.8,3.844
2021-01-22,07:00:00,1.65086,6.575,4.34
2021-01-22,08:00:00,15.09845,8.15,5.448
2021-01-22,09:00:00,42.6815,11.95,7.311
2021-01-22,10:00:00,43.43814,15.575,9.222
2021-01-22,11:00:00,21.28916,15.3,9.009
2021-01-22,12:00:00,16.19902,15.9,9.552
2021-01-22,13:00:00,9.01092,19.875,8.892
2021-01-22,14:00:00,5.2621,12.575,6.509
2021-01-22,15:00:00,3.8176,10.45,5.542
2021-01-22,16:00:00,2.57946,17.95,10.283
2021-01-22,17:00:00,7.29128,14.2,7.17
2021-01-22,18:00:00,8.83896,14.975,8.561
2021-01-22,19:00:00,1.03179,5.675,3.75
2021-01-22,20:00:00,1.65086,6.225,4.575
2021-01-22,21:00:00,1.03179,12.025,9.151
2021-01-22,22:00:00,1.16936,11.675,9.693
2021-01-22,23:00:00,0.68786,7.175,5.684
2021-01-22,24:00:00,0.65346,5.6,4.41
2021-01-23,01:00:00,0.77965,5.475,4.788
2021-01-23,02:00:00,1.00895,4.425,3.821
2021-01-23,03:00:00,0.37836,3.975,3.231
2021-01-23,04:00:00,0.51594,5.2,3.868
2021-01-23,05:00:00,0.44715,6.4,4.741
2021-01-23,06:00:00,0.37836,7.625,5.778
2021-01-23,07:00:00,0.68792,7.775,6.132
2021-01-23,08:00:00,1.10068,8.25,6.486
2021-01-23,09:00:00,21.56637,13.775,9.764
2021-01-23,10:00:00,51.3878,19.45,12.925
