date,time,no,pm10,pm25
2021-01-05,04:00:00,0.83413,4.809,2.417
2021-01-05,05:00:00,0.55609,4.234,2.32
2021-01-05,06:00:00,1.11217,4.179,2.209
2021-01-05,07:00:00,1.18169,4.581,2.333
2021-01-05,08:00:00,9.00167,4.827,2.329
2021-01-05,09:00:00,5.56088,4.945,2.482
2021-01-05,10:00:00,2.15484,5.197,2.697
2021-01-05,11:00:00,2.84995,5.851,3.183
2021-01-05,12:00:00,2.95422,6.327,3.434
2021-01-05,13:00:00,3.75359,6.713,3.7
2021-01-05,14:00:00,5.94319,6.829,3.847
2021-01-05,15:00:00,2.60666,6.292,3.769
2021-01-05,16:00:00,3.96212,5.537,3.464
2021-01-05,17:00:00,3.92737,5.687,3.675
2021-01-05,18:00:00,3.09324,6.626,3.897
2021-01-05,19:00:00,2.08533,8.96,4.573
2021-01-05,20:00:00,1.39022,9.036,5.034
2021-01-05,21:00:00,1.14693,8.548,4.805
2021-01-05,22:00:00,1.18169,8.164,4.605
2021-01-05,23:00:00,0.69511,7.469,4.675
2021-01-05,24:00:00,0.76462,5.72,4.021
2021-01-06,01:00:00,0.74134,5.472,3.813
2021-01-06,02:00:00,0.78768,5.788,3.596
2021-01-06,03:00:00,0.69501,5.168,3.233
2021-01-06,04:00:00,0.93826,4.243,2.869
2021-01-06,05:00:00,0.59076,3.976,2.742
2021-01-06,06:00:00,1.00777,5.423,3.763
2021-01-06,07:00:00,1.52902,4.51,3.287
2021-01-06,08:00:00,8.65288,6.177,4.221
2021-01-06,09:00:00,8.02737,6.765,5.068
2021-01-06,10:00:00,3.5098,7.101,5.026
2021-01-06,11:00:00,4.44807,7.302,4.796
2021-01-06,12:00:00,4.58707,5.647,3.803
2021-01-06,13:00:00,4.86507,7.919,4.329
2021-01-06,14:00:00,3.33605,7.383,4.158
2021-01-06,15:00:00,3.96156,8.137,4.003
2021-01-06,16:00:00,3.47505,8.872,4.676
2021-01-06,17:00:00,8.51388,10.674,5.138
2021-01-06,18:00:00,20.39855,10.716,6.243
2021-01-06,19:00:00,6.08134,10.608,7.119
2021-01-06,20:00:00,4.89982,12.848,9.434
2021-01-06,21:00:00,3.89206,9.634,7.172
2021-01-06,22:00:00,2.32829,10.127,7.877
2021-01-06,23:00:00,1.77228,11.175,9.228
2021-01-06,24:00:00,0.93826,12.015,9.612
2021-01-07,01:00:00,1.48248,11.413,9.084
2021-01-07,02:00:00,3.3819,12.58,10.472
2021-01-07,03:00:00,0.83389,13.905,12.059
2021-01-07,04:00:00,1.07711,15.333,13.019
2021-01-07,05:00:00,0.69491,14.813,12.785
2021-01-07,06:00:00,0.7644,15.108,12.712
2021-01-07,07:00:00,0.97288,17.375,14.495
2021-01-07,08:00:00,2.64066,19.16,14.684
2021-01-07,09:00:00,4.76014,18.028,14.543
2021-01-07,10:00:00,8.96435,17.315,14.302
2021-01-07,11:00:00,13.23806,18.115,14.493
2021-01-07,12:00:00,No data,18.085,14.717
2021-01-07,13:00:00,4.30845,19.315,15.91
2021-01-07,14:00:00,7.0186,21.01,17.278
2021-01-07,15:00:00,6.84488,21.298,17.54
2021-01-07,16:00:00,6.67115,24.675,19.385
2021-01-07,17:00:00,5.52455,20.788,17.929
2021-01-07,18:00:00,5.4898,20.178,17.257
2021-01-07,19:00:00,4.23896,20.775,18.531
2021-01-07,20:00:00,2.01524,19.585,17.811
2021-01-07,21:00:00,1.5983,18.698,17.234
2021-01-07,22:00:00,0.97288,18.488,16.993
2021-01-07,23:00:00,2.98812,19.705,18.094
2021-01-07,24:00:00,3.1271,22.025,19.802
2021-01-08,01:00:00,0.88054,22.765,20.781
2021-01-08,02:00:00,1.48302,25.93,22.731
2021-01-08,03:00:00,2.08549,22.865,20.231
2021-01-08,04:00:00,7.99439,20.65,18.929
2021-01-08,05:00:00,11.99158,21.093,19.401
2021-01-08,06:00:00,13.799,21.045,19.184
2021-01-08,07:00:00,25.65155,21.308,19.359
2021-01-08,08:00:00,39.69386,22.303,19.686
2021-01-08,09:00:00,68.99502,25.34,21.401
2021-01-08,10:00:00,50.81648,36.65,26.936
2021-01-08,11:00:00,51.78971,42.728,29.349
2021-01-08,12:00:00,40.80612,36.495,26.224
2021-01-08,13:00:00,35.45336,32.55,25.241
2021-01-08,14:00:00,37.19127,37.618,28.993
2021-01-08,15:00:00,24.92163,29.988,23.873
2021-01-08,16:00:00,11.85254,25.21,20.377
2021-01-08,17:00:00,4.06671,20.945,18.092
2021-01-08,18:00:00,6.81261,17.73,15.578
2021-01-08,19:00:00,6.01317,19.03,16.708
2021-01-08,20:00:00,3.37155,19.478,17.415
2021-01-08,21:00:00,2.29404,25.865,21.939
2021-01-08,22:00:00,1.0775,27.958,22.321
2021-01-08,23:00:00,1.2513,22.013,20.059
2021-01-08,24:00:00,1.2513,20.598,19.01
2021-01-09,01:00:00,0.97358,19.08,17.592
2021-01-09,02:00:00,0.88086,21.45,14.92
2021-01-09,03:00:00,0.90404,13.108,10.573
2021-01-09,04:00:00,0.76496,10.99,10.165
2021-01-09,05:00:00,1.11267,9.84,8.882
2021-01-09,06:00:00,1.14744,10.595,9.416
2021-01-09,07:00:00,1.9124,9.243,7.996
2021-01-09,08:00:00,2.01671,8.685,7.695
2021-01-09,09:00:00,2.81644,9.39,7.93
2021-01-09,10:00:00,5.28517,10.192,8.934
2021-01-09,11:00:00,7.64958,11.23,9.117
2021-01-09,12:00:00,9.97923,12,9.755
2021-01-09,13:00:00,15.021,15.54,12.057
2021-01-09,14:00:00,19.29781,25.915,20.635
2021-01-09,15:00:00,17.07248,23.735,18.189
2021-01-09,16:00:00,16.51614,24.02,19.104
2021-01-09,17:00:00,24.65252,25.268,20.01
2021-01-09,18:00:00,46.45382,24.865,20.51
2021-01-09,19:00:00,31.05035,21.673,18.646
2021-01-09,20:00:00,11.57869,15.848,14.668
2021-01-09,21:00:00,7.23233,18.41,17.219
2021-01-09,22:00:00,2.60781,18.525,17.234
2021-01-09,23:00:00,1.49515,16.305,15.05
2021-01-09,24:00:00,1.0779,13.545,12.601
2021-01-10,01:00:00,0.88118,13.57,12.649
2021-01-10,02:00:00,0.8348,12.048,11.297
2021-01-10,03:00:00,0.8348,12.423,11.59
2021-01-10,04:00:00,0.76524,9.885,9.289
2021-01-10,05:00:00,0.73045,10.425,9.759
2021-01-10,06:00:00,0.59132,12.028,11.267
2021-01-10,07:00:00,0.90437,13.055,12.21
2021-01-10,08:00:00,0.76524,12.883,11.877
2021-01-10,09:00:00,0.80002,14.708,13.16
2021-01-10,10:00:00,1.14785,16.638,15.168
2021-01-10,11:00:00,1.70439,17.01,15.781
2021-01-10,12:00:00,1.98266,16.623,15.328
2021-01-10,13:00:00,2.95659,19.44,16.611
2021-01-10,14:00:00,2.81746,19.035,17.135
2021-01-10,15:00:00,3.13051,20.315,18.127
2021-01-10,16:00:00,2.53919,21.268,19.139
2021-01-10,17:00:00,2.05222,23.245,21.014
2021-01-10,18:00:00,1.14785,20.813,18.507
2021-01-10,19:00:00,0.93915,18.733,16.899
2021-01-10,20:00:00,2.71311,19.413,17.859
2021-01-10,21:00:00,1.39134,17.903,16.441
2021-01-10,22:00:00,1.00872,14.57,13.323
2021-01-10,23:00:00,1.42612,18.358,16.778
2021-01-10,24:00:00,1.21742,17.89,16.363
2021-01-11,01:00:00,0.51034,20.22,18.512
2021-01-11,02:00:00,0.9279,20.078,18.201
2021-01-11,03:00:00,0.52194,14.21,12.627
2021-01-11,04:00:00,0.69592,11.888,10.394
2021-01-11,05:00:00,0.80031,11.355,9.933
2021-01-11,06:00:00,0.83511,8.086,7.006
2021-01-11,07:00:00,1.28746,6.043,5.196
2021-01-11,08:00:00,1.00909,4.163,3.034
2021-01-11,09:00:00,1.18307,3.477,2.532
2021-01-11,10:00:00,1.42664,5.024,3.076
2021-01-11,11:00:00,1.63542,5.729,3.087
2021-01-11,12:00:00,1.00909,6.231,3.406
2021-01-11,13:00:00,1.11348,4.507,2.298
2021-01-11,14:00:00,1.49623,4.552,1.965
2021-01-11,15:00:00,1.00909,2.92,1.393
2021-01-11,16:00:00,0.83511,2.739,1.177
2021-01-11,17:00:00,0.66113,3.451,1.673
2021-01-11,18:00:00,0.45235,3.2,2.104
2021-01-11,19:00:00,0.41755,3.619,2.287
2021-01-11,20:00:00,0.66113,3.531,2.355
2021-01-11,21:00:00,0.80031,3.091,2.273
2021-01-11,22:00:00,0.59153,3.182,2.046
2021-01-11,23:00:00,0.59153,2.879,1.753
2021-01-11,24:00:00,0.66113,1.351,0.971
2021-01-12,01:00:00,0.46412,0.922,0.657
2021-01-12,02:00:00,0.55694,0.887,0.365
2021-01-12,03:00:00,0.52213,0.541,0.28
2021-01-12,04:00:00,0.45251,1.505,0.705
2021-01-12,05:00:00,0.55694,1.497,0.907
2021-01-12,06:00:00,0.69617,3.342,1.319
2021-01-12,07:00:00,0.76579,4.697,1.703
2021-01-12,08:00:00,2.99355,5.253,1.304
2021-01-12,09:00:00,3.82896,4.828,1.433
2021-01-12,10:00:00,7.03136,7.394,3.528
2021-01-12,11:00:00,5.1865,6.598,3.725
2021-01-12,12:00:00,3.30683,7.155,4.927
2021-01-12,13:00:00,2.74989,4.209,3.019
2021-01-12,14:00:00,3.55049,4.274,3.281
2021-01-12,15:00:00,5.04726,5.043,3.99
2021-01-12,16:00:00,3.86377,5.377,3.869
2021-01-12,17:00:00,5.67382,6.401,3.976
2021-01-12,18:00:00,7.1706,9.405,6.182
2021-01-12,19:00:00,20.98966,13.668,10.831
2021-01-12,20:00:00,47.20062,15.79,11.941
2021-01-12,21:00:00,24.12244,24.165,20.368
2021-01-12,22:00:00,24.05283,35.773,31.118
2021-01-12,23:00:00,45.46019,19.093,15.502
2021-01-12,24:00:00,18.55305,17.965,12.25
2021-01-13,01:00:00,2.87857,14.553,11.807
2021-01-13,02:00:00,3.20356,15.133,11.844
2021-01-13,03:00:00,7.69552,14.24,11.842
2021-01-13,04:00:00,5.29285,14.733,12.285
2021-01-13,05:00:00,2.6116,16.498,14.13
2021-01-13,06:00:00,2.33303,17.668,15.342
2021-01-13,07:00:00,6.89463,16.293,14.153
2021-01-13,08:00:00,11.35176,14.91,12.906
2021-01-13,09:00:00,30.36422,15.17,12.842
2021-01-13,10:00:00,29.21511,16.03,13.514
2021-01-13,11:00:00,75.94536,15.97,13.684
2021-01-13,12:00:00,74.93554,17.033,14.616
2021-01-13,13:00:00,36.45795,16.43,11.788
2021-01-13,14:00:00,18.14192,12.263,8.282
2021-01-13,15:00:00,2.05446,6.947,4.816
2021-01-13,16:00:00,1.32321,7.605,5.342
2021-01-13,17:00:00,1.04464,8.67,6.505
2021-01-13,18:00:00,0.87053,9.144,6.872
2021-01-13,19:00:00,0.73125,9.052,7.105
2021-01-13,20:00:00,1.00982,8.796,6.655
2021-01-13,21:00:00,1.04464,6.774,5.252
2021-01-13,22:00:00,0.90536,5.645,4.256
2021-01-13,23:00:00,0.69643,3.408,2.719
2021-01-13,24:00:00,0.73125,1.746,1.241
2021-01-14,01:00:00,0.46445,1.856,0.944
2021-01-14,02:00:00,0.60379,2.135,1.101
2021-01-14,03:00:00,0.59218,2.304,1.244
2021-01-14,04:00:00,0.59218,1.987,0.875
2021-01-14,05:00:00,0.62701,1.679,1.048
2021-01-14,06:00:00,0.34834,3.308,2.158
2021-01-14,07:00:00,0.97535,3.684,2.484
2021-01-14,08:00:00,27.03117,4.175,2.882
2021-01-14,09:00:00,18.84518,3.704,2.303
2021-01-14,10:00:00,9.61418,5.325,3.098
2021-01-14,11:00:00,8.25565,7.233,3.538
2021-01-14,12:00:00,6.09595,6.272,2.879
2021-01-14,13:00:00,5.57344,12.639,4.047
2021-01-14,14:00:00,5.81728,4.309,2.826
2021-01-14,15:00:00,4.52842,4.812,2.431
2021-01-14,16:00:00,4.70259,2.252,1.648
2021-01-14,17:00:00,2.96089,2.739,1.567
2021-01-14,18:00:00,1.98554,1.862,1.396
2021-01-14,19:00:00,1.77653,3.69,3.077
2021-01-14,20:00:00,1.6372,5.429,4.589
2021-01-14,21:00:00,1.21919,5.543,4.695
2021-01-14,22:00:00,0.87085,8.4,7.087
2021-01-14,23:00:00,0.97535,10.065,8.049
2021-01-14,24:00:00,0.80118,10.327,7.34
2021-01-15,01:00:00,1.02217,9.968,7.573
2021-01-15,02:00:00,No data,10.27,7.626
2021-01-15,03:00:00,0.97571,10.508,8.45
2021-01-15,04:00:00,1.74233,10.9,8.25
2021-01-15,05:00:00,1.5681,10.91,8.592
2021-01-15,06:00:00,1.70748,11.46,9.456
2021-01-15,07:00:00,2.33472,12.543,10.035
2021-01-15,08:00:00,11.22061,12.54,10.561
2021-01-15,09:00:00,8.67681,14.21,11.755
2021-01-15,10:00:00,9.16466,15.905,12.901
2021-01-15,11:00:00,8.18895,16.183,13.177
2021-01-15,12:00:00,11.95239,16.393,13.132
2021-01-15,13:00:00,12.50993,15.9,12.767
2021-01-15,14:00:00,11.36,16.66,13.25
2021-01-15,15:00:00,9.23435,17.16,13.738
2021-01-15,16:00:00,16.4476,17.55,13.724
2021-01-15,17:00:00,78.68365,28.995,23.734
2021-01-15,18:00:00,70.39015,28.663,22.625
2021-01-15,19:00:00,76.07015,25.43,19.932
2021-01-15,20:00:00,120.42989,28.168,22.885
2021-01-15,21:00:00,106.24732,29.688,24.811
2021-01-15,22:00:00,69.20537,29.413,25.231
2021-01-15,23:00:00,86.17567,26.9,23.019
2021-01-15,24:00:00,37.73888,22.09,19.021
2021-01-16,01:00:00,22.49583,17.9,15.599
2021-01-16,02:00:00,1.7662,13.608,11.438
2021-01-16,03:00:00,0.69719,7.814,6.131
2021-01-16,04:00:00,0.69719,5.859,4.674
2021-01-16,05:00:00,0.55775,6.47,5.242
2021-01-16,06:00:00,1.35951,7.319,6.094
2021-01-16,07:00:00,4.18311,9.497,8.705
2021-01-16,08:00:00,7.91305,10.207,9.239
2021-01-16,09:00:00,7.11129,8.869,7.901
2021-01-16,10:00:00,1.53381,5.815,4.954
2021-01-16,11:00:00,1.67324,2.937,2.4
2021-01-16,12:00:00,4.04367,2.669,2.013
2021-01-16,13:00:00,3.7648,3.802,2.671
2021-01-16,14:00:00,6.79755,4.934,3.236
2021-01-16,15:00:00,9.41199,11.127,6.554
2021-01-16,16:00:00,4.5317,8.122,5.368
2021-01-16,17:00:00,9.65601,6.58,3.572
2021-01-16,18:00:00,3.03275,8.494,4.934
2021-01-16,19:00:00,1.98698,8.261,4.776
2021-01-16,20:00:00,1.15036,7.616,4.762
2021-01-16,21:00:00,1.35951,7.336,4.799
2021-01-16,22:00:00,0.7669,7.469,4.999
2021-01-16,23:00:00,0.69719,8.457,5.288
2021-01-16,24:00:00,0.62747,9.197,5.55
2021-01-17,01:00:00,0.65094,10.428,5.958
2021-01-17,02:00:00,0.55795,11.64,6.534
2021-01-17,03:00:00,0.52308,11.448,6.563
2021-01-17,04:00:00,0.38359,11.555,6.632
2021-01-17,05:00:00,0.66257,11.157,6.492
2021-01-17,06:00:00,0.45334,10.033,6.04
2021-01-17,07:00:00,0.48821,6.235,4.177
2021-01-17,08:00:00,0.76718,7.21,4.375
2021-01-17,09:00:00,0.90667,7.265,4.438
2021-01-17,10:00:00,1.22052,5.093,3.225
2021-01-17,11:00:00,2.4759,5.183,2.89
2021-01-17,12:00:00,2.30154,6.739,3.261
2021-01-17,13:00:00,2.40616,8.612,3.679
2021-01-17,14:00:00,2.72001,8.705,3.817
2021-01-17,15:00:00,2.72001,8.984,3.804
2021-01-17,16:00:00,3.62667,9.69,3.895
2021-01-17,17:00:00,3.24309,9.035,4.102
2021-01-17,18:00:00,2.02257,12.223,6.296
2021-01-17,19:00:00,0.76718,10.713,6.316
2021-01-17,20:00:00,2.40616,12.053,7.803
2021-01-17,21:00:00,8.71797,16.925,12.583
2021-01-17,22:00:00,7.21848,16.31,11.606
2021-01-17,23:00:00,8.78771,15.408,11.401
2021-01-17,24:00:00,13.73952,14.208,10.5
2021-01-18,01:00:00,3.53496,14.665,10.297
2021-01-18,02:00:00,0.7442,11.66,7.673
2021-01-18,03:00:00,0.907,11.525,7.548
2021-01-18,04:00:00,1.32561,12.535,7.946
2021-01-18,05:00:00,0.76746,11.635,7.123
2021-01-18,06:00:00,1.18607,10.99,6.562
2021-01-18,07:00:00,8.93043,9.321,6.106
2021-01-18,08:00:00,25.8843,9.009,5.992
2021-01-18,09:00:00,26.02384,11.163,8.311
2021-01-18,10:00:00,11.96539,5.637,3.765
2021-01-18,11:00:00,2.09307,4.201,2.688
2021-01-18,12:00:00,2.75588,3.095,2.142
2021-01-18,13:00:00,3.17449,4.155,2.394
2021-01-18,14:00:00,1.814,4.82,2.576
2021-01-18,15:00:00,3.52333,8.082,4.452
2021-01-18,16:00:00,2.12796,8.416,5.098
2021-01-18,17:00:00,1.32561,9.699,5.802
2021-01-18,18:00:00,0.97677,10.879,7.214
2021-01-18,19:00:00,0.80234,10.476,6.789
2021-01-18,20:00:00,0.80234,8.86,6.011
2021-01-18,21:00:00,0.69769,5.228,3.773
2021-01-18,22:00:00,0.62792,3.052,2.124
2021-01-18,23:00:00,0.69769,1.664,1.159
2021-01-18,24:00:00,0.66281,1.117,0.937
2021-01-19,01:00:00,0.60488,0.752,0.491
2021-01-19,02:00:00,0.60488,0.756,0.385
2021-01-19,03:00:00,0.59325,0.824,0.358
2021-01-19,04:00:00,0.52346,0.616,0.296
2021-01-19,05:00:00,0.55835,0.659,0.361
2021-01-19,06:00:00,0.41877,0.825,0.433
2021-01-19,07:00:00,0.52346,0.805,0.417
2021-01-19,08:00:00,0.31407,0.95,0.464
2021-01-19,09:00:00,0.83753,0.857,0.446
2021-01-19,10:00:00,1.2214,1.462,0.793
2021-01-19,11:00:00,1.81465,1.396,0.937
2021-01-19,12:00:00,1.29119,1.353,0.878
2021-01-19,13:00:00,1.53547,2.293,1.281
2021-01-19,14:00:00,1.2214,2.33,1.508
2021-01-19,15:00:00,1.50058,5.07,3.163
2021-01-19,16:00:00,1.11671,5.757,3.597
2021-01-19,17:00:00,0.48856,5.826,4.329
2021-01-19,18:00:00,0.66305,7.162,5.301
2021-01-19,19:00:00,0.66305,6.736,4.883
2021-01-19,20:00:00,0.66305,4.639,3.804
2021-01-19,21:00:00,0.87243,3.73,3.109
2021-01-19,22:00:00,0.62815,4.098,3.361
2021-01-19,23:00:00,0.80263,4.484,3.796
2021-01-19,24:00:00,0.69794,4.088,3.485
2021-01-20,01:00:00,0.55856,2.927,2.441
2021-01-20,02:00:00,0.6051,1.897,1.543
2021-01-20,03:00:00,0.27928,1.545,1.166
2021-01-20,04:00:00,0.48874,1.945,1.366
2021-01-20,05:00:00,0.52365,2.3,1.831
2021-01-20,06:00:00,0.52365,2.243,1.705
2021-01-20,07:00:00,0.59347,4.031,3.187
2021-01-20,08:00:00,0.62838,5.011,4.019
2021-01-20,09:00:00,0.80292,4.856,3.474
2021-01-20,10:00:00,1.3033,No data,No data
2021-01-20,11:00:00,No data,No data,No data
2021-01-20,12:00:00,No data,No data,No data
2021-01-20,13:00:00,No data,4.076,2.902
2021-01-20,14:00:00,0.90765,4.92,3.631
2021-01-20,15:00:00,1.92004,7.323,5.625
2021-01-20,16:00:00,1.32657,7.753,6.256
2021-01-20,17:00:00,1.71058,7.481,6.105
2021-01-20,18:00:00,1.01238,5.911,4.834
2021-01-20,19:00:00,1.4313,12.473,9.072
2021-01-20,20:00:00,1.4313,11.363,8.609
2021-01-20,21:00:00,1.11711,11.26,7.835
2021-01-20,22:00:00,1.01238,8.138,6.159
2021-01-20,23:00:00,1.4313,3.883,3.196
2021-01-20,24:00:00,0.62838,1.587,0.895
2021-01-21,01:00:00,0.69833,0.769,0.388
2021-01-21,02:00:00,0.55866,0.817,0.53
2021-01-21,03:00:00,0.55866,2.8,1.874
2021-01-21,04:00:00,0.38408,3.767,2.213
2021-01-21,05:00:00,0.80308,3.233,2.07
2021-01-21,06:00:00,0.69833,3.203,1.841
2021-01-21,07:00:00,0.52375,3.726,1.907
2021-01-21,08:00:00,0.83799,3.557,1.868
2021-01-21,09:00:00,1.32682,3.527,1.926
2021-01-21,10:00:00,1.74582,4.147,2.163
2021-01-21,11:00:00,1.88548,3.747,1.941
2021-01-21,12:00:00,1.67598,3.855,1.994
2021-01-21,13:00:00,1.7109,5.37,2.652
2021-01-21,14:00:00,1.60615,6.112,3.178
2021-01-21,15:00:00,1.81565,6.492,3.21
2021-01-21,16:00:00,1.22207,7.636,3.751
2021-01-21,17:00:00,1.15224,10.409,5.549
2021-01-21,18:00:00,1.67598,16.49,9.765
2021-01-21,19:00:00,1.36174,13.743,6.958
2021-01-21,20:00:00,1.57124,12.19,6.377
2021-01-21,21:00:00,0.66341,9.893,5.157
2021-01-21,22:00:00,1.08241,10.1,4.914
2021-01-21,23:00:00,0.83799,9.333,5.295
2021-01-21,24:00:00,0.6285,7.106,4.13
2021-01-22,01:00:00,0.6519,6.408,4.013
2021-01-22,02:00:00,1.07097,6.517,4.177
2021-01-22,03:00:00,1.08261,5.363,3.501
2021-01-22,04:00:00,0.908,5.511,3.636
2021-01-22,05:00:00,0.62861,4.733,3.092
2021-01-22,06:00:00,1.11753,4.908,3.25
2021-01-22,07:00:00,1.46676,6.78,4.291
2021-01-22,08:00:00,15.5407,8.159,5.445
2021-01-22,09:00:00,9.53396,11.083,7.494
2021-01-22,10:00:00,13.23579,9.938,7.001
2021-01-22,11:00:00,10.68642,11.813,8.269
2021-01-22,12:00:00,4.15583,8.911,5.664
2021-01-22,13:00:00,2.86368,9.012,4.909
2021-01-22,14:00:00,1.99061,8.607,4.478
2021-01-22,15:00:00,1.85092,9.945,4.454
2021-01-22,16:00:00,2.96845,8.468,3.35
2021-01-22,17:00:00,24.90005,12.715,4.615
2021-01-22,18:00:00,21.26806,10.577,6.478
2021-01-22,19:00:00,6.42582,10.064,7.211
2021-01-22,20:00:00,2.93353,8.435,6.296
2021-01-22,21:00:00,1.64138,9.984,8.088
2021-01-22,22:00:00,1.15246,6.574,5.18
2021-01-22,23:00:00,0.66354,3.606,2.712
2021-01-22,24:00:00,0.73338,4.436,3.65
2021-01-23,01:00:00,0.69859,4.455,3.713
2021-01-23,02:00:00,0.37258,2.967,2.554
2021-01-23,03:00:00,0.52394,3.492,2.84
2021-01-23,04:00:00,0.52394,5.848,4.43
2021-01-23,05:00:00,1.32732,6.085,4.909
2021-01-23,06:00:00,3.03887,6.403,5.082
2021-01-23,07:00:00,6.14759,7.386,5.494
2021-01-23,08:00:00,20.15433,8.474,6.729
2021-01-23,09:00:00,43.97625,10.173,7.852
2021-01-23,10:00:00,24.66023,10.066,9.277
